,ID,Type,Language_1,Lexeme_1,Meaning_1,Direction,Language_2,Lexeme_2,Meaning_2
33408,shift2125, Polysemy,Tundra Yukaghir,аҕуол-,to stand,→,Tundra Yukaghir,аҕуол-,"to be, to take place"
33412,shift2126, Polysemy,Akkadian,abnu,stone,→,Akkadian,abnu,stone or seed of a plant
33413,shift2126, Polysemy,Batak Toba,batu,stone (piece of rock),→,Batak Toba,batu,stone (of a fruit)
33414,shift2126, Polysemy,Cook Islands Maori (Rarotongan),atu,stone (piece of rock),→,Cook Islands Maori (Rarotongan),atu,kernel of a fruit
33415,shift2126, Polysemy,Danish,sten,"stone, rock",→,Danish,sten,stone (of a fruit)
33416,shift2126, Polysemy,English,stone,stone (piece of rock),→,English,stone,stone (of a fruit)
33417,shift2126, Polysemy,Estonian,kivi,stone (piece of rock),→,Estonian,kivi,stone (of a fruit)
33418,shift2126, Polysemy,Icelandic,steinn,stone,→,Icelandic,steinn,stone (fruit)
33419,shift2126, Polysemy,Maori,whatu,stone (piece of rock),→,Maori,whatu,kernel of a fruit
33420,shift2126, Polysemy,Norwegian,stein,"stone, rock",→,Norwegian,stein,stone (of a fruit)
33421,shift2126, Polysemy,Swedish,sten,"stone, rock",→,Swedish,sten,stone (of a fruit)
33422,shift2126, Derivation,Ukrainian,каминь (kamin'),stone,→,Ukrainian,каминец (kaminec),stone (fruit)
33434,shift2127, Polysemy,Icelandic,kinn,cheek,—,Icelandic,kinn,slope
33435,shift2127, Polysemy,Icelandic,vangi,cheek,NA,Icelandic,vangi,slope
33436,shift2127, Polysemy,Norwegian,kinn,cheek,→,Norwegian,kinn,mountain slope
33440,shift2128, Derivation,Armenian,saṙn (սառն),cold,→,Armenian,saṙə zenkʻ (սառը զենք),cold weapon
33441,shift2128, Polysemy,Croatian,hladan,cold,→,Croatian,hladno oružje,cold weapon
33442,shift2128, Polysemy,English,cold,having a low temperature,→,English,cold weapon, weapon that does not use explosives or fir
33443,shift2128, Derivation,Estonian,külm,cold,→,Estonian,külmrelv,cold weapon
33444,shift2128, Derivation,Mandarin Chinese, lěng (冷),cold,→,Mandarin Chinese,lěngbīngqì (冷兵器),cold weapon
33445,shift2128, Polysemy,Russian,холодный (holodnyj),cold,→,Russian,холодное оружие (holodnoe oružie),stabbing weapon
33446,shift2128, Polysemy,Serbian,хладан (hladan),cold,→,Serbian,хладно оружје (hladno oružje),cold weapon
33447,shift2129, Derivation,Catalan,blanco,white,→,Catalan,arma blanca,cold weapon
33448,shift2129, Polysemy,Classical Arabic,ʔabyaḍ-,white,→,Classical Arabic,ʔabyaḍ-,sword
33449,shift2129, Derivation,French,blanc,white,→,French,arme blanche,cold weapon
33450,shift2129, Derivation,Galician,branco,white,→,Galician,arma branca,cold weapon
33451,shift2129, Polysemy,Polish,biały,white,→,Polish,biały,cold weapon
33452,shift2129, Polysemy,Portuguese,branco,white,→,Portuguese,arma branca,cold weapon
33453,shift2129, Motivation,Romanian, alb,white,→,Romanian,armă albă,cold steel
33454,shift2129, Derivation,Spanish,blanco,white,→,Spanish,arma blanca,cold weapon
33463,shift2130, Derivation,Old Norse,brenna,"to burn, light",NA,Old Norse,brandur,sword
33464,shift2130, Derivation,Russian,plamja,flame,NA,Russian,plamennik,a species of a sword
33467,shift2131, Borrowing,Breton,"mecet, micet","to glitter, to shine, to sparkle",→,Gothic,meki,sword (Acc.)
33468,shift2131, Polysemy,Classical Arabic,ʔazrạḳ-,"shining, glittering",→,Classical Arabic,ʔazrạḳ-,"spear, arrow"
33471,shift2132, Polysemy,Icelandic,bleyða,"coward, carrion",NA,Icelandic,bleyða,cat
33473,shift2133, Polysemy,Danish,blomme,(obsolete) flower,→,Danish,blomme,yolk
33474,shift2133, Polysemy,Icelandic,blóm,flower,—,Icelandic,blóm,yolk
33475,shift2133, Polysemy,Norwegian,blomme,flower,—,Norwegian,blomme,yolk
33479,shift2134, Polysemy,Ancient Greek,θρύπτω,"to smash, to break, to grind",→,Ancient Greek,θρύπτω,to break (tradition etc.)
33480,shift2134, Polysemy,Danish,bryde,to break (tr.),→,Danish,bryde,to infringe
33481,shift2134, Polysemy,English,break,to break (into pieces),→,English,break,to break (law etc.)
33482,shift2134, Polysemy,German,brechen,to break (tr.),→,German,brechen,to infringe
33483,shift2134, Polysemy,Icelandic,brjóta,"to break, to destroy",→,Icelandic,brjóta,to break (a law etc.)
33484,shift2134, Polysemy,Icelandic,brjóta,to break (tr.),—,Icelandic,brjóta,to infringe
33485,shift2134, Polysemy,Italian,rompere,to break,→,Italian,rompere,to break
33486,shift2134, Polysemy,Nivkh,зосӄть,to break (tr.),—,Nivkh,зосӄть,to infringe
33487,shift2134, Polysemy,Norwegian,bryte,to break (tr.),—,Norwegian,bryte,to infringe
33488,shift2134, Polysemy,Osetin,sæddyn,to break,→,Osetin,sæddyn,to break
33489,shift2134, Derivation,Russian,rušit',"to smash down, to destroy",→,Russian,narušit',to break
33490,shift2134, Polysemy,Spanish,quebrar,to break,→,Spanish,quebrar,"to break (silence, law)"
33491,shift2134, Polysemy,Swahili,mvunjo,desturction,—,Swahili,mvunjo,breach
33492,shift2134, Polysemy,Swedish,bryta,to break (tr.),—,Swedish,bryta,to infringe
33507,shift2135, Polysemy,Abaza,птшра / pčra,to break (tr.),—,Abaza,птшра / pčra,to change money
33508,shift2135, Polysemy,French,casser,to break,→,French,casser,to change money (argot)
33509,shift2135, Polysemy,German,zerschlagen,to break,→,German,zerschlagen,to change money
33510,shift2135, Polysemy,Japanese,kuzusu (崩す),"to destory, to ruin, to grind",→,Japanese,kuzusu (崩す),to change money
33511,shift2135, Polysemy,Russian,razbit',to break,→,Russian,razbit',to change a bill
33512,shift2135, Polysemy,Swahili,mvunja,destroyer,→,Swahili,mvunja,
33513,shift2135, Polysemy,Turkish,boz-,"to spoil, to damage, to destroy",→,Turkish,boz-,to change money
33521,shift2136, Derivation,English,tell,,NA,English,foretell,
33522,shift2136, Derivation,Icelandic,segja,"to say, to tell, to infrom",NA,Icelandic,segja fyrir,to predict
33523,shift2136, Derivation,Latin,"dico, -ere",to speak,→,Latin,"prædico, -ere","foretell, advise, give notice"
33524,shift2136, Polysemy,Russian,skazat',to say,NA,Russian,predskazat',to predict
33529,shift2137, Polysemy,Botlikh,щинтIир,"sad, cheerless",—,Botlikh,щинтIир,"weak, sickly"
33530,shift2137, Polysemy,Icelandic,dapur,"sad, unhappy",→,Icelandic,dapur,weak
33531,shift2137, Polysemy,Meadow Mari,тӱлыжгышӧ,"sad, depressed, dejected, melancholy",←,Meadow Mari,тӱлыжгышӧ,"weak, frail, stunted, feeble, enfeebled, sickly"
33532,shift2137, Polysemy,Old East Slavic,дрѧхлый,sad,→,Old East Slavic,дрѧхлый,weak
33533,shift2137, Polysemy,Tibetan,skyo po (སྐྱོ་པོ),sad,—,Tibetan,skyo po (སྐྱོ་པོ),weak
33539,shift2138, Polysemy,Icelandic,falla,to fall,→,Icelandic,falla,to finish
33541,shift2139, Polysemy,Danish,tør,dry,→,Danish,tør,boring
33542,shift2139, Polysemy,Icelandic,þurr,dry,—,Icelandic,þurr,boring
33543,shift2139, Polysemy,Norwegian,tørr,dry,→,Norwegian,tørr,boring
33544,shift2139, Polysemy,Swedish,torr,dry,→,Swedish,torr,boring
33549,shift2140, Polysemy,Ese Ejja,kia-mano,tired,—,Ese Ejja,kia-mano,lazy
33550,shift2140, Polysemy,Fataleka,noniela,tired,—,Fataleka,noniela,lazy
33551,shift2140, Polysemy,Finongan,talani,lazy,—,Finongan,talani,too tired to do work
33552,shift2140, Polysemy,Gamilaraay,yinggil,tired,—,Gamilaraay,yinggil,lazy
33553,shift2140, Polysemy,Kahua,faɣerafu,tired,—,Kahua,faɣerafu,lazy
33554,shift2140, Polysemy,Karok,-ʔû̄rih,tired + -ʔû̄rih,—,Karok,-ʔû̄rih,lazy
33555,shift2140, Polysemy,Mikir,selet,tired,—,Mikir,selet,lazy
33556,shift2140, Polysemy,Ponapean (Pohnpeian),pwang,tired,—,Ponapean (Pohnpeian),pwang,lazy
33557,shift2140, Polysemy,Sikaiana,naenae,tired,—,Sikaiana,naenae,lazy
33558,shift2140, Polysemy,"Teanu (Puma, Buma)",añatae,tired,—,"Teanu (Puma, Buma)",añatae,lazy
33559,shift2140, Polysemy,Vano (Lovono),aniaŋa ene taie,lazy,—,Vano (Lovono),aniaŋa ene taie,tired
33560,shift2140, Polysemy,Wantoat,mandaknga,tired,—,Wantoat,mandaknga,lazy
33561,shift2140, Polysemy,Wantoat,semnäsemnä,lazy,—,Wantoat,semnäsemnä,weary
33562,shift2140, Polysemy,Yuwaalaraay,yinggil,tired,—,Yuwaalaraay,yinggil,lazy
33563,shift2140, Polysemy,Yuwaalayaay,yinggil,tired,—,Yuwaalayaay,yinggil,lazy
33579,shift2141, Polysemy,Icelandic,þrefa,"to quarrel, to argue",—,Icelandic,þrefa,to bargain
33581,shift2142, Polysemy,Icelandic,gjamma,to bark,—,Icelandic,gjamma,"to joke, to kid"
33583,shift2143, Polysemy,Icelandic,fótur,"foot, leg",NA,Icelandic,fótur,foundation
33584,shift2143, Polysemy,Kannada,aḍi,foot/leg,→,Kannada,aḍi,"basis, foundation"
33585,shift2143, Polysemy,Tamil,pātam,"Foot, as of a person or animal, one of five karumēntiriyam",→,Tamil,pātam,"Base, as of a mountain, a tree"
33589,shift2144, Polysemy,Swahili,chongo,hump (of a person or camel),—,Swahili,chongo,sandbank
33591,shift2145, Polysemy,Swahili,chopi,lame,→,Swahili,chopi,drunk
33592,shift2146, Polysemy,Swahili,kifaru,rhinoceros,→,Swahili,kifaru,tank
33594,shift2147, Polysemy,Swahili,kichozi,small bird (Nectarinia gutturalis),NA,Swahili,kichozi,drunkard
33596,shift2148, Polysemy,Russian,подниматься (podnimat'sja),"to rise, to go up",→,Russian,подниматься (podnimat'sja),"to make carrier (colloq., possibly flash language)"
33597,shift2148, Polysemy,Shughni,sufān-,"to rise, to go up",→,Shughni,sufān-,"to prosper, to make career"
33600,shift2149, Cognates,Balochi,pōz,"nose, muzzle",—,Ormuri,pōz,mouth
33601,shift2149, Polysemy,Motu,udu-,nose,—,Motu,udu-,mouth
33604,shift2150, Polysemy,Avestan,frav-,to swim,NA,Avestan,frav-,to fly
33605,shift2150, Polysemy,Italian,navigare,to navigate (on boat or other ship),→,Italian,navigare,"by extension, also of aircraft"
33606,shift2150, Polysemy,Italian,veleggiare,to navigate with a sailing ship,→,Italian,veleggiare,"to fly with a glider, gliding"
33607,shift2150, Polysemy,Latin,"no, nare / nato, -are","to swim; (of things) to be carried on the surface of water, float; also of ships and of their passengers",—,Latin,"no, nare / nato, -are",applied to the flight of birds
33608,shift2150, Polysemy,Mandarin Chinese,航行 (hángxíng),"to sail, to navigate, to cruise",→,Mandarin Chinese,航行 (hángxíng),to fly
33609,shift2150, Polysemy,Romanian,naviga,"to sail, to navigate (on boat or other ship)",→,Romanian,naviga,"to fly (on balloon, airplane or other flying vehicle)"
33610,shift2150, Polysemy,Spanish,navegar,"to sail, to navigate (on boat or other ship)",—,Spanish,navegar,"to fly (on balloon, airplane or other flying vehicle)"
33618,shift2151, Polysemy,Croatian,dubok,deep,→,Croatian,dubok,"earnest, serious"
33619,shift2151, Polysemy,English,deep,deep,→,English,deep,"earnest, serious"
33620,shift2151, Borrowing,French,profond,deep,→,English,profound,profound
33621,shift2151, Polysemy,French,profond,deep,→,French,profond,profound
33622,shift2151, Polysemy,Pashto,žavəˊr,deep,—,Pashto,žavəˊr,profound
33623,shift2151, Polysemy,Russian,глубокий,deep,→,Russian,глубокий,"earnest, serious"
33624,shift2151, Polysemy,Serbian,дубок (dubok),deep,→,Serbian,дубок (dubok),"earnest, serious"
33625,shift2151, Polysemy,Turkish,derin,deep,→,Turkish,derin,"earnest, serious"
33634,shift2152, Motivation,Ancient Greek,οὐρά,tail,→,Ancient Greek,ἵππουρις,"horsetail, equisetum"
33635,shift2152, Motivation,Catalan,cua,tail,→,Catalan,cua de cavall,"horsetail, equisetum"
33636,shift2152, Motivation,Chuvash,хӳре,tail,→,Chuvash,вакша хӳри,Equisetum arvense
33637,shift2152, Motivation,Dutch,staart,tail,→,Dutch,paardenstaart,"horsetail, equisetum"
33638,shift2152, Derivation,English,tail,tail,→,English,horsetail,horsetail
33639,shift2152, Derivation,French,queue,tail,→,French,queue-de-cheval,bottlebrush
33640,shift2152, Motivation,Irish Gaelic,eireaball,tail,→,Irish Gaelic,eireaball capaill,"horsetail, equisetum"
33641,shift2152, Derivation,Romanian,coadă,tail,→,Romanian,coada-calului,horsetail (Equisetum)
33642,shift2152, Internal cognates,Russian,хвост (hvost),tail,→,Russian,хвощ (hvošč),horsetail
33643,shift2152, Motivation,Spanish,cola,tail,→,Spanish,cola de caballo,"horsetail, equisetum"
33644,shift2152, Motivation,Turkish,kuyruk,tail,→,Turkish,atkuyruğu,"horsetail, equisetum"
33656,shift2153, Derivation,Romanian,brad,fur tree,→,Romanian,brădişor,"Equisetum arvense, Equisetum maximum"
33657,shift2153, Polysemy,Russian,ëlka,fir,→,Russian,ëlka,horsetail
33660,shift2154, Polysemy,Chuvash,улма,apple,NA,Chuvash,улма,potato
33661,shift2154, Derivation,Dutch,appel,apple,→,Dutch,aardappel,potato
33662,shift2154, Polysemy,Erzya,умарь,apple,→,Erzya,модамарь,potato
33663,shift2154, Semantic evolution,Faroese,epli,apple,→,Faroese,epli,potato
33664,shift2154, Derivation,Farsi,سیب sib,apple,→,Farsi,سیبزمینی sibzamini,potato
33665,shift2154, Derivation,German,Apfel,apple,→,German,Erdapfel,potato
33666,shift2154, Derivation,Hill Mari,олма,apple,→,Hill Mari,роколма,potato
33667,shift2154, Derivation,Icelandic,epli,apple,→,Icelandic,jarðepli,potato
33668,shift2154, Derivation,Meadow Mari,олма,apple,→,Meadow Mari,роколма,potato
33669,shift2154, Derivation,Norwegian,eple,apple,→,Norwegian,jordeple,potato
33670,shift2154, Derivation,Polish,jabłko,apple,→,Polish,jabłko ziemne,potato
33671,shift2154, Derivation,Romanian,poamă,apple,→,Romanian,poamă-de-pământ,(dialect) potato
33672,shift2154, Polysemy,Romanian,măr,apple,→,Romanian,măr,(dialect) potato
33673,shift2154, Derivation,Romansh,mail,apple,→,Romansh,mailinterra,potato
33674,shift2154, Borrowing,Russian,яблоко (jabloko),apple,→,Evenki,"jaблака (Transbaikal dialect), jāвлик (Barguzin dialect)",potato
33675,shift2154, Polysemy,Russian,яблоко (jabloko),apple,→,Russian,яблоко (jabloko),(dialect) potato
33676,shift2154, Borrowing,Russian,яблоко (jabloko),apple,→,Khakas,яблах,potato
33677,shift2154, Borrowing,Russian,яблоко (jabloko),apple,→,Buriat,"яаблаха, яабал, jāбăлхă",potato
33678,shift2154, Borrowing,Russian,яблоко (jabloko),apple,→,Komi,яблöг,potato
33679,shift2154, Derivation,Tajiki,себ,apple,→,Tajiki,"себзаминӣ, себи заминӣ",potato
33680,shift2154, Polysemy,Tver Karelian,juablokka,apple,—,Tver Karelian,juablokka,potato
33681,shift2154, Polysemy,Udmurt,алма,apple,→,Udmurt,алма,potato
33682,shift2154, Motivation,Western Armenian,xnjor (խնձոր),apple,→,Western Armenian,getnaxnjor (գետնախնձոր),potato
33706,shift2155, Borrowing,Ancient Greek,Κιμμέριοι,Cimmerian,→,Georgian,gmiri,"giant, hero"
33707,shift2155, Semantic evolution,Ancient Greek,ἕλληνες,the Greeks,→,Bulgarian,elini,giants
33708,shift2155, Semantic evolution,French,hongre,a Hungarian man,→,French,ogre,orc
33709,shift2155, Semantic evolution,German,Hunne,Hun,→,German,Hüne,giant
33710,shift2155, Semantic evolution,Latin,latini,"residents of Latium, late romans",→,Bulgarian,latini,giants
33711,shift2155, Borrowing,Latin,spali,a tribe that lived in the Black Sea region. It was conquered by the Goths in the II century,→,Old East Slavic,исполинъ,giant
33712,shift2155, Borrowing,Latin,Veletabi,a west slavonic tribe,→,Ukrainian,"велет, велетень",giant
33713,shift2155, Borrowing,Old East Slavic,чудь,"Thoods, a Baltic Finnish tribe",→,Church Slavonic,чоудъ,giant
33714,shift2155, Polysemy,Old East Slavic,дулебы,a Slavic tribe,→,Russian,dulep,a tall and silly person
33715,shift2155, Borrowing,Old East Slavic,обре,avars,→,Czech,obr,giant
33716,shift2155, Semantic evolution,Old Persian,parthavan,Parthian,→,Farsi,pählivân,"hero, athlete"
33717,shift2155, Polysemy,Romanian,jidov,"jew (dialect., In the standard lang. evreu )",→,Romanian,jidov,fairy tale giant
33718,shift2155, Borrowing,Scythian,sāka,Scythian(s),→,Classical Armenian,skay (սկայ),giant
33719,shift2155, Semantic evolution,Ukrainian,varjah,"Varangian, a person from the Scandinavian tribe",→,Ukrainian,"varjah, varjaha","husky, sturdy"
33734,shift2156, Derivation,Avestan,dāha-,the tribe of dahi,→,Avestan,dahāka-,demon
33735,shift2156, Polysemy,Buriat,мангад,Russian,←,Buriat,мангад,many headed monster
33736,shift2156, Borrowing,Even,булэн,yukaghir (a Siberian tribe),→,Yakut,mülüön,"mythic wild man, evil spirit"
33737,shift2156, Polysemy,Gamilaraay,wanda,white man,—,Gamilaraay,wanda,"ghost, spirit"
33738,shift2156, Polysemy,Khamnigan Mongol,"mangad, mangud",Russian (people),←,Khamnigan Mongol,mangad,monster (supernatural)
33739,shift2156, Polysemy,Manchu,лоча,Russian,—,Manchu,лоча,demon haunting people
33740,shift2156, Polysemy,Maori,pākehā,a Māori-language term for New Zealanders primarily of European descent,←,Maori,"pākehakeha, pakepakehā","mythical, human like being, with fair skin and hair who possessed canoes made of reeds which changed magically into sailing vessels"
33741,shift2156, Derivation,Osetin,Rum,Rome,→,Osetin,Rujmon,a mythical monster
33742,shift2156, Polysemy,Tagalog,dambuhalà,savage,—,Tagalog,dambuhalà,monster
33743,shift2156, Polysemy,Yuwaalaraay,wanda,white man,—,Yuwaalaraay,wanda,"ghost, spirit"
33744,shift2156, Polysemy,Yuwaalayaay,wanda,white man,—,Yuwaalayaay,wanda,"ghost, spirit"
33756,shift2157, Polysemy,French,prunelle,black thorn,→,French,prunelle,pupil
33757,shift2157, Motivation,Jèrriais (Jersey Norman French),preunelle,"blackthorn, sloe",→,Jèrriais (Jersey Norman French),preunelle dé l'yi,pupil (of an eye)
33758,shift2157, Polysemy,Latvian,zīlīte,dim. from zīle 'acorn',→,Latvian,zīlīte,pupil (of an eye)
33762,shift2158, Borrowing,Ancient Greek,δροσερός,dewy,→,Latin,drosera,sundew
33763,shift2158, Derivation,English,dew,dew,→,English,sundew,sundew
33764,shift2158, Cognates,French,rosée,dew,→,French,rossolis,sundew
33765,shift2158, Derivation,Komi-Permyak,лысва,dew,→,Komi-Permyak,лысватурун,sundew (Drosera)
33766,shift2158, Derivation,Russian,rosa,dew,→,Russian,rosjanka,sundew
33772,shift2159, Derivation,Osetin,byryn,to crawl,NA,Osetin,læbyryn,"to shred (fabric, graze)"
33773,shift2159, Polysemy,Russian,ползти (polzti),"to creep, to crawl",→,Russian,ползти (polzti),to tear (fabric)
33776,shift2160, Polysemy,English,man,person,→,English,man,"servant, vassal"
33777,shift2160, Polysemy,Italian,uomo,person,→,Italian,uomo,servant
33778,shift2160, Polysemy,Old East Slavic,люди,people,→,Old East Slavic,люди,"dependents, servants, slaves"
33779,shift2160, Derivation,Osetin,læg,person,→,Osetin,læggad,service
33780,shift2160, Polysemy,Russian,čelovek,"man, human being",→,Russian,čelovek,servant (male)
33781,shift2160, Polysemy,Turkish,adam,"person, man",→,Turkish,adam,servant
33788,shift2161, Derivation,Ancient Greek,κρούω,"to hit, to beat, to flog",→,Ancient Greek,προκρούω,to attack
33789,shift2161, Polysemy,Erzya,вачкодемс,to hit,→,Erzya,вачкодемс,to attack
33790,shift2161, Polysemy,Japanese,татаку,"to beat, to hit, to knock",→,Japanese,татаку,to attack
33791,shift2161, Polysemy,Karakhanid Uighur,санҗ-,to hit,→,Karakhanid Uighur,санҗ-,to attack
33792,shift2161, Polysemy,Malagasy,mamély,"to strike, hit",→,Malagasy,mamély,to attack
33793,shift2161, Polysemy,Romanian,a izbi,to hit with force,→,Romanian,a izbi,to attack
33794,shift2161, Polysemy,Russian,udarjat',"to hit, to strike",→,Russian,udarjat',to attack
33802,shift2162, Polysemy,Bashkir,аҡ,white,→,Bashkir,аҡ,blank
33803,shift2162, Polysemy,French,blanc,white,→,French,blanc,empty
33804,shift2162, Polysemy,Japanese,хаку,white,→,Japanese,хаку,
33805,shift2162, Polysemy,Kazakh,ақ,white,→,Kazakh,ақ,blank
33806,shift2162, Polysemy,Portuguese,branco,white,→,Portuguese,branco,unfilled space on a form or in written text; voting ballot without any filling
33807,shift2162, Polysemy,Serbian,бео (beo),white,→,Serbian,бео (beo),blank
33808,shift2162, Polysemy,Swahili,abyadhi,white,→,Swahili,abyadhi,empty
33816,shift2163, Derivation,Amharic,ḳʷärräṭä,"to cut, cut off, amputate",→,Amharic,ʔaḳḳʷarräṭä,"to interrupt, to cut off, cut shortö to break off, sever (relations); to terminate"
33817,shift2163, Polysemy,Chaha,anṭä-,"cut, slaughter",→,Chaha,anṭä-,give up
33818,shift2163, Polysemy,English,cut off,to cut (off),→,English,cut off,to switch off
33819,shift2163, Polysemy,French,couper,to cut,→,French,couper,to stop
33820,shift2163, Polysemy,Italian,tagliare,to cut,→,Italian,tagliare,to stop
33821,shift2163, Derivation,Russian,отсечь (otseč'),"to whip, to swish",—,Russian,пресечь (preseč'),to stop
33822,shift2163, Polysemy,Spanish,cortar,to cut,→,Spanish,cortar,"to stop (reading, conversation etc)"
33823,shift2163, Polysemy,Tigrinya,bätäḵä,to cut,→,Tigrinya,bätäḵä,"to disconnect, to interrupt"
33824,shift2163, Polysemy,Turkish,kes-,to cut,→,Turkish,kes-,to stop
33834,shift2164, Polysemy,Turkish,kes-,to cut,→,Turkish,kes-,"to block, to hinder"
33835,shift2164, Polysemy,Turkish,çel-,to cut sidewise,NA,Turkish,çel-,"to talk out of, to reject"
33838,shift2165, Polysemy,Classical Arabic,ʔalyas-,'lion',—,Classical Arabic,ʔalyas-,"'brave, intrepide'"
33839,shift2165, Polysemy,Kubachi,гъалбицI,lion (lit. 'wolf with mane'),→,Kubachi,гъалбицI,brave person
33840,shift2165, Polysemy,Spanish,león,lion,→,Spanish,león,dare devil
33841,shift2165, Polysemy,Swahili,asadi,lion,→,Swahili,asadi,"courageous, brave man"
33842,shift2165, Polysemy,Swahili,simba,lion,→,Swahili,simba,"courageous, combative"
33843,shift2165, Polysemy,Turkish,aslan,lion,→,Turkish,aslan,man of courage
33844,shift2165, Polysemy,Turkish,gazanfer,big lion,→,Turkish,gazanfer,brave person
33845,shift2165, Polysemy,Turkish,haydar,lion (Panthera leo),→,Turkish,haydar,brave person
33846,shift2165, Polysemy,Turkish,hizber,lion (Panthera leo),→,Turkish,hizber,brave person
33856,shift2166, Polysemy,Erzya,озамс,to sit down,→,Erzya,озамс,shrink (clothes)
33857,shift2166, Polysemy,Hill Mari,шӹнзӓш,to sit down,→,Hill Mari,шӹнзӓш,to shrink (of textile)
33858,shift2166, Polysemy,Komi-Permyak,пуксьыны,to sit down,→,Komi-Permyak,пуксьыны,to shrink (of textile)
33859,shift2166, Polysemy,Russian,садиться (sadit'sja),to sit down,→,Russian,садиться (sadit'sja),to shrink
33864,shift2167, Polysemy,Swahili,chupa,to jump,→,Swahili,chupa,to become short (clothes)
33865,shift2167, Polysemy,Swahili,ruka,to jump,→,Swahili,ruka,to shrink (fabric)
33868,shift2168, Polysemy,Old East Slavic,"гърнъ, грънъ, горнъ","cauldron, pot, cup",—,Old East Slavic,"гърнъ, грънъ, горнъ","fireplace, hearth, oven, furnace"
33869,shift2168, Polysemy,Welsh,ffwrn,pot,—,Welsh,ffwrn,owen
33872,shift2169, Derivation,Amharic,anässa,"to raise, lift up",→,Amharic,asnässa,"to rouse, wake (tr.)"
33873,shift2169, Polysemy,Croatian,dignuti,"to raise, lift (tr.)",→,Croatian, dignuti,"to awaken, wake up"
33874,shift2169, Polysemy,Gagauz,kaldır-,to lift,→,Gagauz,kaldır-,to wake up
33875,shift2169, Polysemy,Japanese,okosu (起こす),to lift,NA,Japanese,okosu (起こす),to wake up
33876,shift2169, Polysemy,Komi,чеччöдны,to lift,—,Komi,чеччöдны,to wake up
33877,shift2169, Polysemy,Komi-Permyak,лэбтавны,"to raise, lift (tr.)",→,Komi-Permyak,лэбтавны,"to awaken, wake up"
33878,shift2169, Polysemy,Nivkh,ёзудь,"to raise, lift (tr.)",→,Nivkh,ёзудь,"to awaken, wake up"
33879,shift2169, Polysemy,Russian,podnimat',"to lift, to raise",→,Russian,podnimat',to wake up (smn)
33880,shift2169, Polysemy,Serbian,дићи (dići),"to raise, lift (tr.)",→,Serbian,дићи (dići),"to awaken, wake up"
33881,shift2169, Polysemy,Swahili,amsha,to lift,→,Swahili,amsha,to wake up
33882,shift2169, Polysemy,Tabassaran,ʁit’i(b)kːub,to lift,→,Tabassaran,ʁit’i(b)kːub,to wake up
33883,shift2169, Polysemy,Tibetan,aphyar-ba,"to lift, to raise",→,Tibetan,aphyar-ba,to wake up
33884,shift2169, Polysemy,Turkish,kaldır-,"to raise, lift (tr.)",→,Turkish,kaldır-,"to awaken, wake up"
33898,shift2170, Polysemy,German,verderben,to spoil,NA,German,verderben,to spoil (a person)
33899,shift2170, Polysemy,Russian,portit',spoil,→,Russian,portit',to spoil
33900,shift2170, Polysemy,Sanskrit,duṣ,"to spoil, to damage",—,Sanskrit,duṣ,"to defile, to corrput"
33901,shift2170, Polysemy,Swahili,bananga,"to damage, to ruin, to destroy",→,Swahili,bananga,"to spoil (fig.), to corrupt"
33902,shift2170, Polysemy,Yakut,сытый-,"to rot, to get spolied",→,Yakut,сытый-,"to decay, to decompose, to corrupt"
33908,shift2171, Polysemy,Turkish,bozmak,"to spoil, to damage, to break",—,Turkish,bozmak,to defeat
33910,shift2172, Polysemy,Swahili,zimwe,"empty, hollow",—,Swahili,zimwe,extinct
33912,shift2173, Polysemy,Latin,"pulmo, -onis",lung,→,Latin,"pulmo, -onis"," a lung-like marine creature, app. a kind of jellyfish"
33913,shift2173, Polysemy,Swahili,yavuyavu,lung,—,Swahili,yavuyavu,jelly fish
33916,shift2174, Polysemy,Akkadian,adāru,"to fear (the deity), to respect (the oath, parents)",—,Akkadian,adāru,"to be afraid (of someone), to be in awe"
33917,shift2174, Polysemy,Chukchee,ваймангыргын,fear,—,Chukchee,ваймангыргын,respect; hospitality
33918,shift2174, Borrowing,Classical Arabic,hāba,"to dread, fear",→,Classical Arabic,hāba,"to revere, venerate, respect, honour"
33919,shift2174, Polysemy,Egyptian,nrw,"terror, fear",—,Egyptian,nrw,awe
33920,shift2174, Polysemy,Geez,farha,"to be afraid, fear",→,Geez,farha,to revere
33921,shift2174, Derivation,German,fürchten,"to fear, to be afraid",→,German,Ehrfurcht,"awe, honour"
33922,shift2174, Polysemy,Ik (Icetot),ɬɛɓ-ɔn,to fear,—,Ik (Icetot),ɬɛɓ-ɔn,to respect
33923,shift2174, Polysemy,Ik (Icetot),mor-on,to fear,—,Ik (Icetot),mor-on,to respect
33924,shift2174, Polysemy,Indonesian,takut,fear,—,Indonesian,takut,"reverence, respect"
33925,shift2174, Polysemy,Khmer,sɲaeŋ,"to fear, to be scared",—,Khmer,sɲaeŋ,"to esteem, to respect"
33926,shift2174, Polysemy,Kurux,elcnā (ilcyas),fear,—,Kurux,elcnā (ilcyas),"have a reverential awe of, have misgivings"
33927,shift2174, Polysemy,Latin,"vereror, -ēri","to fear, to be afraid",—,Latin,"vereror, -ēri","to respect, to honour"
33928,shift2174, Polysemy,Marshallese,lʌļŋɒŋ,"fear, fright",—,Marshallese,lʌļŋɒŋ,awe
