,ID,Type,Language_1,Lexeme_1,Meaning_1,Direction,Language_2,Lexeme_2,Meaning_2
44387,shift3403, Polysemy,Serbian,оштар (oštar),sharp,→,Serbian,оштар (oštar),strong (of liquid or smell)
44388,shift3403, Polysemy,Turkish,keskin,sharp,→,Turkish,keskin,strong (of liquid or smell)
44392,shift3404, Polysemy,Jewish Aramaic,ḥarīp,sharp,→,Jewish Aramaic,ḥarīp,current (of coinage)
44394,shift3405, Polysemy,Classical Arabic,ṭīnat-,'a piece of clay',→,Classical Arabic,ṭīnat-,'the natural constitution or disposition'
44396,shift3406, Semantic evolution,German,Witz,knowledge,→,German,Witz,joke
44397,shift3406, Polysemy,German,Scharfsinn,perspicacity,→,German,Scharfsinn,wittiness
44398,shift3406, Polysemy,Yiddish,chóchme,wisdom,→,Yiddish,chóchme,pleasantry
44402,shift3407, Polysemy,Danish,hals,neck,—,Danish,hals,throat
44403,shift3407, Polysemy,Gamilaraay,wuru,neck,—,Gamilaraay,wuru,throat
44404,shift3407, Polysemy,German,Hals,neck,→,German,Hals,throat
44405,shift3407, Polysemy,Icelandic,háls,neck,—,Icelandic,háls,throat
44406,shift3407, Polysemy,Komi,голя,neck,—,Komi,голя,throat
44407,shift3407, Derivation,Mussau-Emira,alo-,neck,—,Mussau-Emira,(taue-ŋ)alo-,throat
44408,shift3407, Polysemy,Norwegian,hals,neck,—,Norwegian,hals,throat
44409,shift3407, Polysemy,Old East Slavic,гърло,neck,—,Old East Slavic,гърло,throat
44410,shift3407, Syncretism,Paamese,hi-ree,neck,—,Paamese,hi-ree,throat
44411,shift3407, Polysemy,Romani,men,neck,→,Romani,men,throat
44412,shift3407, Polysemy,Romani,kor,neck,—,Romani,kor,throat
44413,shift3407, Polysemy,Romanian,gât,neck,—,Romanian,gât,throat
44414,shift3407, Cognates,Russian,ожерелье,necklace,←,Russian,горло,throat
44415,shift3407, Polysemy,Rutul,бугъаз / buʁaz,neck,—,Rutul,бугъаз / buʁaz,throat
44416,shift3407, Polysemy,Swedish,hals,neck,—,Swedish,hals,throat
44417,shift3407, Polysemy,Thai,kɔɔ (คอ),neck,—,Thai,kɔɔ (คอ),throat
44418,shift3407, Polysemy,Tigre,gərəʕ,neck,—,Tigre,gərəʕ,throat
44419,shift3407, Polysemy,Wantoat,guyäknga,my neck,—,Wantoat,guyäknga,my throat
44420,shift3407, Polysemy,Yuwaalaraay,wuyu,neck,—,Yuwaalaraay,wuyu,throat
44421,shift3407, Polysemy,Yuwaalayaay,wuyu,neck,—,Yuwaalayaay,wuyu,throat
44442,shift3408, Polysemy,Ancient Greek,βρόχθος,throat,→,Ancient Greek,βρόχθος,neck (vessel λάγῡνος)
44443,shift3408, Polysemy,Ancient Greek,λαιμός,"throat, gullet",→,Ancient Greek,λαιμός,neck of a bottle (κύτος)
44444,shift3408, Polysemy,French,gorge,"throat, gorge, farynx",→,French,gorge,neck (bottle)
44445,shift3408, Polysemy,Malagasy,vòzona,"throat, neck",→,Malagasy,vòzona,neck (of bottle etc.)
44446,shift3408, Derivation,Russian,gorlo,throat,→,Russian,gorlyško,neck
44447,shift3408, Polysemy,Spanish,gollete,"throat, farynx",→,Spanish,gollete,"neck (bottle, etc )"
44448,shift3408, Polysemy,Turkish,boğaz,"throat, gorge",→,Turkish,boğaz,neck (vessel)
44456,shift3409, Polysemy,Croatian,oštar ,sharp,→,Croatian,oštar ,"strong (wind, frost)"
44457,shift3409, Polysemy,Jewish Aramaic,ḥarīp,sharp,→,Jewish Aramaic,ḥarīp,'fierce'
44458,shift3409, Polysemy,Russian,острый,sharp,—,Russian,острый,"strong (wind, frost)"
44459,shift3409, Polysemy,Serbian,оштар (oštar),sharp,→,Serbian,оштар (oštar),"strong (wind, frost)"
44460,shift3409, Polysemy,Tabassaran,uč’ru,"sharp, sharpened",→,Tabassaran,uč’ru,"strong, sharp"
44461,shift3409, Polysemy,Yakut,сытыы,sharp,—,Yakut,сытыы,strong
44468,shift3410, Derivation,English,pine,pine tree,→,English,meadow pine,horsetail (Equisetum arvense)
44469,shift3410, Derivation,Komi-Permyak,кӧз,spruce,→,Komi-Permyak,кӧзтурун ,"horsetail, equisetum"
44470,shift3410, Polysemy,Russian,sosenka,small pine,→,Russian,"sosenka, sosënka",bottlebrush
44474,shift3411, Derivation,Amharic,məraḳ,"saliva, spittle",→,Amharic,märräḳä,"to bless, give benediction"
44475,shift3411, Polysemy,Khwe,ǀxéì,to spit,→,Khwe,ǀxéì,to bless
44478,shift3412, Derivation,Akkadian,urḫu,"way, road",—,Akkadian,arḫu,fast 
44479,shift3412, Derivation,Classical Arabic,daraǧ-,"way, road, path",—,Classical Arabic,darūǧ-,swift
44482,shift3413, Polysemy,Classical Arabic,naṭafa,"'s'écouler, suinter, couler doucement (se dit d'un liquide)'",→,Classical Arabic,naṭafa,'accuser quelqu'un d'une action malhonnête'
44483,shift3413, Polysemy,Russian,капать (kapat'),to drop (of liquid),→,Russian,капать (kapat'),"(slang) to denounce, to snitch"
44486,shift3414, Derivation,Ancient Hebrew,ʕeryā,"bareness, nakedness",→,Ancient Hebrew,ʕerwā,"nakedness, genital area of a man or of a woman"
44488,shift3415, Polysemy,Tigrinya,maḥ bälä,"to gleam, shine, glitter, sparkle",—,Tigrinya,maḥ bälä,"to pound, throb"
44490,shift3416, Polysemy,Amharic,ṭäbbäḳä,"'to guard, protect, defend, to look after, watch, tend, take care of'",—,Amharic,ṭäbbäḳä,"'to observe (silence, fasts, rules and regulations)'"
44491,shift3416, Polysemy,Ancient Greek,ἐρύομαι,"to protect, guard",—,Ancient Greek,ἐρύομαι,to act according to
44492,shift3416, Polysemy,Ancient Greek,"φυλάσσω, φυλάττω","to guard, defend",→,Ancient Greek,"φυλάσσω, φυλάττω",to observe (a command etc.)
44493,shift3416, Polysemy,French,garder,to defend,—,French,garder,to act according to
44494,shift3416, Polysemy,Italian,guardare,to defend,—,Italian,guardare,to act according to
44495,shift3416, Polysemy,Portuguese,guardar,to defend,→,Portuguese,guardar,to act according to
44496,shift3416, Polysemy,Spanish,guardar,to defend,—,Spanish,guardar,to act according to
44504,shift3417, Polysemy,English,to crush,"to press, to grind,",→,English,to crush,"to suppress, to smash"
44505,shift3417, Polysemy,Tigrinya,färtätä,"'to break, crumble up engera-bread; to crumble, pulverize dry things''",→,Tigrinya,färtätä,"'to destroy, annihilate utterly'"
44508,shift3418, Polysemy,English,break,to break,→,English,break,"to make a pause, to stop temporarily"
44509,shift3418, Polysemy,Tigrinya,säbärä,'to break',→,Tigrinya,säbärä,"'to break off, interrupt'"
44512,shift3419, Polysemy,Tigrinya,däm,'blood',→,Tigrinya,däm,'blood feud'
44514,shift3420, Derivation,Tigrinya,ʔadgi,'donkey',→,Tigrinya,ʔadgi märäb,'pelican' (lit. donkey of Märäb ) (a river)'
44516,shift3421, Derivation,Hungarian,másod-,second (num.),→,Hungarian,másodperc,second (measure of time)
44517,shift3421, Polysemy,Medieval Latin,secunda,second (fem.),→,Medieval Latin,secunda,second (measure of time)
44518,shift3421, Derivation,Tigrinya,kalʔay,'second',→,Tigrinya,kalʔit,'second'
44522,shift3422, Cognates,Russian,нрав,"human temper, character",→,Russian,норов,"obstinacy, restiveness"
44523,shift3422, Derivation,Tigrinya,ʔamäl,"'character, temperament, individuality'",→,Tigrinya,ʔamäläňňa,"'vicious, bad-tempered (horse)'"
44524,shift3422, Polysemy,Turkish,huylu,"with a human temper, character",→,Turkish,huylu,"obstinate, stubborn (of an animal)"
44528,shift3423, Polysemy,English,white ,white,→,English,white ,morally good
44529,shift3423, Polysemy,Serbian,бео (beo),white,→,Serbian,бео (beo),morally good
44530,shift3423, Polysemy,Tigrinya,ṣaʕda,'white',→,Tigrinya,ṣaʕda,"'excellent, good (times)'"
44534,shift3424, Polysemy,Rutul,кьаIп-кьаIрды,empty,—,Rutul,кьаIп-кьаIрды,free of charge
44535,shift3424, Derivation,Tigrinya,ṭəraḥ,'empty' (esp. with possessive suffixed pronouns,→,Tigrinya,bə-ṭəraḥu,"'free, gratis, freely'"
44538,shift3425, Polysemy,Akkadian,erû,empty,←,Akkadian,erû,naked
44539,shift3425, Polysemy,Gamilaraay,balal,bare,—,Gamilaraay,balal,empty
44540,shift3425, Polysemy,Geez,ˁarqa,be naked,—,Geez,ˁarqa,be empty
44541,shift3425, Polysemy,Harari,ḳōf,empty,—,Harari,ḳōf,"nude, naked"
44542,shift3425, Polysemy,Jingpho (Kachin),kaman,"naked, bare",—,Jingpho (Kachin),kaman,empty
44543,shift3425, Polysemy,Latin,nudus,empty,←,Latin,nudus,naked
44544,shift3425, Polysemy,Romanian,gol,"naked, bare",→,Romanian,gol,empty
44545,shift3425, Polysemy,Sema (Sümi),kumsa,"naked, bare",—,Sema (Sümi),kumsa,empty
44546,shift3425, Polysemy,Takia,kao-,"naked, bare",—,Takia,kao-,empty
44547,shift3425, Polysemy,Tigrinya,ṭəraḥ,empty,—,Tigrinya,ṭəraḥ,"naked, nude"
44548,shift3425, Polysemy,Yuwaalaraay,balal,bare,—,Yuwaalaraay,balal,empty
44549,shift3425, Polysemy,Yuwaalayaay,balal,bare,—,Yuwaalayaay,balal,empty
44562,shift3426, Polysemy,Tigrinya,ʔagol,'not yet ripe or hard (sorghum stalk)',—,Tigrinya,ʔagol,"'spoiled, rotten (egg)'"
44564,shift3427, Polysemy,German,Birne,pear,→,German,Birne,bulb
44566,shift3428, Derivation,Tigrinya,ṣägam,"left, left-handed",—,Tigrinya,ṣäggämä,"to be hard, difficult"
44568,shift3429, Polysemy,Amharic,ḳʷaṭṭärä,to tie,→,Amharic,ḳʷaṭṭärä,to be gravid (animal)
44569,shift3429, Polysemy,Tigrinya,ḳʷaṣärä,"to knot, tie tightly",→,Tigrinya,ḳʷaṣärä,to conceive
44570,shift3430, Polysemy,Japanese,mugi (麦),rye (Secale),—,Japanese,mugi (麦),wheat
44571,shift3430, Polysemy,Karata,къеру,rye (Secale),—,Karata,къеру,wheat
44572,shift3430, Polysemy,Kemie,mə.13,rye (Secale),—,Kemie,mə.13,wheat
44576,shift3431, Polysemy,Amharic,gäṭṭämä,"to fit, join together, e.g. two pieces of wood in making s.th.",→,Amharic,gäṭṭämä,"to encounter, meet up with (good or bad times, people)"
44577,shift3431, Cognates,Classical Arabic,rakkaba,"to put, set, one part of something upon another (Lane 1142)",→,Tigrinya,räḵäbä,to meet (KT 585)
44580,shift3432, Polysemy,Amharic,agäññä,to meet; to find,→,Amharic,agäññä,"to befall, happen to"
44581,shift3432, Polysemy,Amharic,gäṭṭämä,"to encounter, meet up with (people)",→,Amharic,gäṭṭämä,"to encounter, meet up with (good or bad times)"
44582,shift3432, Polysemy,Ancient Hebrew,ḳārā (qal-stem),"to meet, encounter",—,Ancient Hebrew,ḳārā (qal-stem),to happen to
44583,shift3432, Polysemy,Tigrinya,räḵäbä,"to meet, to encounter; to find",→,Tigrinya,räḵäbä,to happen
44588,shift3433, Polysemy,Amharic,gäṭṭämä,"'to fit, join together''",→,Amharic,gäṭṭämä,'to write or compose poetry'
44589,shift3433, Polysemy,Tamil,yāppu,"binding, tying",→,Tamil,yāppu,poetry
44590,shift3433, Polysemy,Tamil,iṇai,"to join, unite, conjoin, adjust, combine",→,Tamil,iṇai,"to compose verses, sentences"
44594,shift3434, Polysemy,'Āre'āre,ra-rate-,chin,—,'Āre'āre,ra-rate-,jaw
44595,shift3434, Polysemy,Aché,ǰɨkã,chin,—,Aché,ǰɨkã,jaw
44596,shift3434, Polysemy,Aghul,мучӀрин кул,chin,—,Aghul,мучӀрин кул,jaw
44597,shift3434, Polysemy,Akhvakh,чІандоро,chin,—,Akhvakh,чІандоро,jaw
44598,shift3434, Polysemy,Arosi,rua-,chin,—,Arosi,rua-,jaw
44599,shift3434, Polysemy,Avar,нолъокІичІ,chin,—,Avar,нолъокІичІ,jaw
44600,shift3434, Polysemy,Avar,нинахІама,chin,—,Avar,нинахІама,jaw
44601,shift3434, Polysemy,Avar,чаннайаб,chin,—,Avar,чаннайаб,jaw
44602,shift3434, Polysemy,Budukh,чене,chin,—,Budukh,чене,jaw
44603,shift3434, Polysemy,Catuquina (Kanamarí),koi,chin,—,Catuquina (Kanamarí),koi,jaw
44604,shift3434, Polysemy,Ceq Wong (Cheq Wong),jaŋkwɛ̃ʔ,chin,—,Ceq Wong (Cheq Wong),jaŋkwɛ̃ʔ,jaw
44605,shift3434, Polysemy,Chácobo,kɨwi,chin,—,Chácobo,kɨwi,jaw
44606,shift3434, Polysemy,Dobu,ʔase-ʔase-,chin,—,Dobu,ʔase-ʔase-,jaw
44607,shift3434, Polysemy,Ginukh,чІичІину,chin,—,Ginukh,чІичІину,jaw
44608,shift3434, Polysemy,Godoberi,гуцуну,chin,→,Godoberi,гуцуну,jaw
44609,shift3434, Polysemy,Hausa,háɓàa,chin,—,Hausa,háɓàa,jaw
44610,shift3434, Polysemy,Itonama,uh-wanino,chin,—,Itonama,uh-wanino,jaw
44611,shift3434, Polysemy,Kaingang,yã pɛ̃n,chin,—,Kaingang,yã pɛ̃n,jaw
44612,shift3434, Polysemy,Kwaio,late-,chin,—,Kwaio,late-,jaw
44613,shift3434, Polysemy,Lau (Malaita island),"sate-, sa-sate-",chin,—,Lau (Malaita island),"sate-, sa-sate-",jaw
44614,shift3434, Polysemy,Maori,kau-wae,chin,—,Maori,kau-wae,jaw
44615,shift3434, Polysemy,Megeb Darqwa,муцІурла кьячІа,chin,—,Megeb Darqwa,муцІурла кьячІа,jaw
44616,shift3434, Polysemy,Mekeo,ake-,chin,—,Mekeo,ake-,jaw
44617,shift3434, Polysemy,Nakanai,(si)vava,chin,—,Nakanai,(si)vava,jaw
44618,shift3434, Polysemy,Roviana,ase-,chin,—,Roviana,ase-,jaw
44619,shift3434, Polysemy,"Sa'a (South Malaita, Apae'aa","sate, sa-sate-",chin,—,"Sa'a (South Malaita, Apae'aa","sate, sa-sate-",jaw
44620,shift3434, Polysemy,Samoan,ʔau-vae,chin,—,Samoan,ʔau-vae,jaw
44621,shift3434, Polysemy,Tawala,ah-ahe-,chin,—,Tawala,ah-ahe-,jawbone
44622,shift3434, Polysemy,Tikopia,kau-ae,chin,—,Tikopia,kau-ae,jaw
44623,shift3434, Polysemy,Tsudakhar Dargwa,муцІур,chin,—,Tsudakhar Dargwa,муцІур,jaw
44624,shift3434, Polysemy,Woleaian,yat(e),chin,—,Woleaian,yat(e),jaw
44656,shift3435, Polysemy,Tigrinya,ḳäṭḳäṭä,"to pulverize, crush",→,Tigrinya,ḳäṭḳäṭä,fig. to study thoroughly
44658,shift3436, Polysemy,Tigrinya,ʔabləʕä,"to feed, to give to eat",→,Tigrinya,ʔabləʕä,to bribe
44659,shift3436, Polysemy,Turkish,doyur-,to feed,→,Turkish,doyur-,to bribe
44662,shift3437, Polysemy,Tigrinya,bärärä,"'to fly (bird, plane)'",→,Tigrinya,bärärä,"'to run away, to bolt in fright (cattle), to escape, flee''"
44663,shift3438, Derivation,Amharic,bərtu,strong,←,Amharic,ba-rətuʕ,"directly, in a proper way"
44664,shift3438, Polysemy,Geez,rətuʕ,"upright, straight, straight",→,Tigrinya,bərtuʕ,"strong, tough, sturdy, robust"
44667,shift3439, Derivation,Tigrinya,ṭaʕmi,"taste, flavor, savor",→,Tigrinya,bǝ-ṭaʕmi,"much, greatly, a lot"
44669,shift3440, Polysemy,Tigrinya,barəʕ,"'conflagration, brushfire, blaze'",→,Tigrinya,barəʕ,"'conflict, war'"
44671,shift3441, Polysemy,Tigrinya,barud,"'gunpowder, cloud of smoke from a shot''",→,Tigrinya,barud,"'alert, brave, quick (esp. of cattle)'"
44673,shift3442, Polysemy,Tigrinya,bätäḵä,"to cut, slice",→,Tigrinya,bätäḵä,"to lose everything (property, etc.) and become poor, to reach the end of one's good fortune"
44674,shift3443, Polysemy,Tigrinya,bäggəʕ,sheep,→,Tigrinya,bäggəʕ,"nice, kind person"
44676,shift3444, Cognates,Amharic,leṭa,unoccupied (place); without harness or saddle (mount),—,Tigre,leṭā,only
44677,shift3444, Polysemy,Geez,bakk,empty,—,Geez,bakka,only
44678,shift3444, Polysemy,Tigrinya,ṭəraḥ,empty,—,Tigrinya,ṭəraḥ,"only, solely, alone"
44682,shift3445, Polysemy,Basque,bakarrik,by oneself,→,Basque,bakarrik,"only, just"
44683,shift3445, Derivation,Bulgarian,само (samó),alone,→,Bulgarian,само (sàmo),"only, just"
44684,shift3445, Derivation,Croatian,sam,alone,→,Croatian,samo,"only, just"
44685,shift3445, Polysemy,English,alone,alone,→,English,alone,"only, just"
44686,shift3445, Polysemy,French,seul,alone,→,French,seul,"only, just"
44687,shift3445, Polysemy,Geez,bakk,alone,—,Geez,bakk,"only, just"
44688,shift3445, Polysemy,Geez,bāḥtitu,alone,→,Geez,bāḥtitu,only
44689,shift3445, Polysemy,German,allein,alone,→,German,allein,only
44690,shift3445, Polysemy,Latin,solus,alone,→,Latin,solus,"only, just"
44691,shift3445, Polysemy,Old Chinese,"dú (獨, 独)","alone, lonely",→,Mandarin Chinese,"dú (獨, 独)","only, just"
44692,shift3445, Derivation,Serbian,сам (sam),alone,→,Serbian,само (samo),"only, just"
44693,shift3445, Polysemy,Swahili,peke yake,alone (third person singular),→,Swahili,peke yake,"only, just"
44706,shift3446, Polysemy,Tigrinya,kärbäṭä,"'to add water to a liquid to stretch it out, to dilute milk with water'",—,Tigrinya,kärbäṭä,"'to cheat, deceive, swindle, dupe'"
44708,shift3447, Polysemy,Tigrinya,wägärä,to throw down,→,Tigrinya,wägärä,"(vulg.) to copulate, have intercourse with a woman"
44710,shift3448, Polysemy,Tigrinya,täläwä,"to follow, follow after",→,Tigrinya,täläwä,"to mount the female (full, billygoat, jackass)"
44712,shift3449, Polysemy,Tigrinya,dongolla,"boulder, rock",→,Tigrinya,dongolla,"stupid, ignorant, uneducated person"
44714,shift3450, Polysemy,English,but,"only, just",←,English,but,however
44715,shift3450, Polysemy,English,only,without others or anything further; exclusively. ,—,English,only,"but, however"
44716,shift3450, Polysemy,Geez,bāḥəttu,only,→,Geez,bāḥəttu,"at, sed, autem, attamen"
44717,shift3450, Polysemy,Russian,tol'ko,only,→,Russian,tol'ko,"but, however"
44722,shift3451, Polysemy,Chaha,ənč̣əm,nakedness,→,Chaha,ənč̣əm,only
44723,shift3451, Polysemy,German,bloß,naked,→,German,bloß,"only, just"
44724,shift3451, Polysemy,Irish Gaelic,lom,"naked, bare",→,Irish Gaelic,lom,"only, just"
44725,shift3451, Polysemy,Latin,nudus,naked,→,Latin,nudum,only
44730,shift3452, Polysemy,Latin,nudus,naked,→,Latin,nudus,insolent
44732,shift3453, Polysemy,Classical Arabic,kasara,"to break, to break to pieces",→,Classical Arabic,kasara,to dilute
44734,shift3454, Polysemy,Tigrinya,zärägä,"shaken, turbid (liquid)",→,Tigrinya,zärägä,"sexually dissolute, pervert, dissipated, libertine, rake"
44736,shift3455, Polysemy,Tigrinya,wägʕi,"chat, talk, story",→,Tigrinya,wägʕi,"culture, custom, ceremony, rite, ritual"
44738,shift3456, Cognates,Tigre,gärob,body,→,Tigrinya,goräbä,to copulate (KT 2260)
44740,shift3457, Derivation,Tigrinya,bädni,"corpse, cadaver",→,Tigrinya,bädänä,"to reek, stink"
44742,shift3458, Polysemy,Classical Arabic,ṭabīb-,"knowing, well-versed in the knowledge of something",→,Classical Arabic,ṭabīb-,physician
44743,shift3458, Polysemy,Classical Arabic,ḥakīm-,wise man; philosopher; scholar,→,Classical Arabic,ḥakīm-,physician
44744,shift3458, Polysemy,Endegany,nəppaw,skillful,→,Endegany,nəppaw,local physician
44745,shift3458, Polysemy,Kannada,vaidya (ವೈದ್ಯ),pandit,—,Kannada,vaidya (ವೈದ್ಯ),"doctor, physician"
